body,body_id,building,trades,stage,stage_verified,dollar_amount,funding_source,scope_summary,evidence_quote,source_url,meeting_date,in_window
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,5500,bond,Bond issue construction project with change order approval.,"bond issue change order: Change Order # 3 – Baruti Construction, Corp. – $5,500.00",https://files.smartsites.parentsquare.com/6796/march_2010_school_board_minutes.pdf,2010-03-01,False
West Islip Union Free School District,NCES-3630690,Captree,electrical_lighting,7_construction,False,5000,bond,Ultimate Power electrical work with bond issue change order credit.,"bond issue change orders: HBAC $5,000. credit (Captree) Ultimate Power.",https://files.smartsites.parentsquare.com/6796/feb07mins.pdf,2007-02-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,3943.2,bond,Bond payment to CBS Whitcom for construction work.,"approve bond payment for $3,943.20 to CBS Whitcom, as recommended by the Finance Committee",https://files.smartsites.parentsquare.com/6796/oct04min.pdf,2004-10-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,7_construction,False,3490,donation,Portable backstop and pitching machine installation for softball and baseball programs.,"donation of $3,490 for portable backstop and pitching machine for the softball and baseball programs",https://files.smartsites.parentsquare.com/6796/aug05mins.pdf,2005-08-01,False
West Islip Union Free School District,NCES-3630690,Library,general_construction,7_construction,False,3175,bond,Library bond issue construction work with credit change order to A.R. Kropp.,"$3,175. to A.R. Kropp Co. & Sons.",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,7_construction,False,3060.76,unknown,Window replacement or modification work with change orders from Arrow Steel Window Corp.,"approve the following change order: Arrow Steel Window Corp. # 1 for $3,060.76",https://files.smartsites.parentsquare.com/6796/october_2010_school_board_minutes.pdf,2010-10-01,False
West Islip Union Free School District,NCES-3630690,Oquenock Elementary School,site_athletics,7_construction,False,2500,unknown,Purchase and installation of a backstop at the elementary school.,West Islip Little League for the purchase and installation of a backstop,https://files.smartsites.parentsquare.com/6796/05marchmins.pdf,2005-03-01,False
West Islip Union Free School District,NCES-3630690,Oquenock Elementary School,site_athletics,7_construction,False,2500,donation,Purchase and installation of backstop,"donation of $2,500. from West Islip Little League for purchase and installation of backstop",https://files.smartsites.parentsquare.com/6796/05marchmins.pdf,2005-03-01,False
West Islip Union Free School District,NCES-3630690,Udall,general_construction,7_construction,False,1898.4,bond,Bond issue change order for construction work.,"bond issue change orders: SMC Construction, Corp. - #3 (Udall) = ($1,898.40);",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,1898.4,bond,Bond issue change order for construction work.,"SMC Construction, Corp. - #3 (High School) = ($1,898.40);",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Beach,general_construction,7_construction,False,1898.4,bond,Bond issue change order for construction work.,"SMC Construction, Corp. - #4 (Beach) = ($1,898.40).",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Udall,general_construction,7_construction,False,1898.4,bond,Change order for construction work at Udall school,"bond issue change orders: SMC Construction, Corp. - #3 (Udall) = ($1,898.40)",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Udall,general_construction,7_construction,False,1898.4,bond,Change order to construction project.,"SMC Construction, Corp. - #3 (Udall) = ($1,898.40)",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,1898.4,bond,Change order to construction project.,"SMC Construction, Corp. - #3 (High School) = ($1,898.40)",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Beach,general_construction,7_construction,False,1898.4,bond,Change order to construction project.,"SMC Construction, Corp. - #4 (Beach) = ($1,898.40).",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,1898.4,bond,Change order for construction work at High School,"bond issue change orders: SMC Construction, Corp. - #3 (High School) = ($1,898.40)",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Beach,general_construction,7_construction,False,1898.4,bond,Change order for construction work at Beach school,"bond issue change orders: SMC Construction, Corp. - #4 (Beach) = ($1,898.40)",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Paul J. Bellew School,general_construction,7_construction,False,,bond,Site improvements phase 1 part 2 project under construction,"Site Improvements – Phase 1/Part 2 – Paul J. Bellew School – awarded to Ruttura & Sons Construction Company, Inc.",https://files.smartsites.parentsquare.com/6796/june_2010_school_board_minutes.pdf,2010-06-01,False
West Islip Union Free School District,NCES-3630690,Paul J. Bellew School,general_construction,7_construction,False,,bond,Site improvements phase 1 part 2 at Paul J. Bellew School,Site Improvements – Phase 1/Part 2 – Paul J. Bellew School – awarded to Ruttura & Sons,https://files.smartsites.parentsquare.com/6796/june_2010_school_board_minutes.pdf,2010-06-01,False
West Islip Union Free School District,NCES-3630690,not specified,site_athletics,7_construction,False,,unknown,Tennis court installation with change order approval.,"approve change order #1, re: tennis court installation.",https://files.smartsites.parentsquare.com/6796/july07minutes.pdf,2007-07-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,7_construction,False,,bond,HVAC mechanical work with multiple credit change orders reducing contract costs.,"bond issue change order: # 1 - Walsh Mechanical Contractors, Inc. (credit - $35,000.00)",https://files.smartsites.parentsquare.com/6796/july_2011_school_board_minutes.pdf,2011-07-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,,bond,General construction work with change orders showing cost adjustments.,"bond issue change order: # 5 – SMC Construction, Corp. $9,050.00",https://files.smartsites.parentsquare.com/6796/july_2011_school_board_minutes.pdf,2011-07-01,False
West Islip Union Free School District,NCES-3630690,District,general_construction,7_construction,False,,bond,Various bond-funded construction and improvement work performed in the district.,School Construction Consultants and BBS Architects gave a presentation about the bond work performed in the district.,https://files.smartsites.parentsquare.com/6796/february_2011_school_board_minutes.pdf,2011-02-01,False
West Islip Union Free School District,NCES-3630690,"Bayview, Kirdahy and Manetuck",general_construction,7_construction,False,,unknown,Change order work at multiple school buildings.,"approve the following change order: Laser Industries - #1 (Bayview, Kirdahy and Manetuck).",https://files.smartsites.parentsquare.com/6796/december_2009_school_board_minutes.pdf,2009-12-01,False
West Islip Union Free School District,NCES-3630690,West Islip High School,general_construction,7_construction,False,,unknown,Change order work at West Islip High School.,"approve the following change order: The Land Tek Group, Inc. - #3 (West Islip High School).",https://files.smartsites.parentsquare.com/6796/december_2009_school_board_minutes.pdf,2009-12-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,,unknown,Construction project with approved change order.,"approve the following change order: The Land Tek Group, Inc. #2",https://files.smartsites.parentsquare.com/6796/november_2009_school_board_minutes.pdf,2009-11-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,7_construction,False,,unknown,Tennis court installation project with change order approved.,"approve change order #1, re: tennis court installation",https://files.smartsites.parentsquare.com/6796/july07minutes.pdf,2007-07-01,False
West Islip Union Free School District,NCES-3630690,West Islip UFSD,hvac_mechanical,7_construction,False,,bond,"HVAC mechanical work change orders with Walsh Mechanical Contractors, Inc.","bond issue change order: # 1 - Walsh Mechanical Contractors, Inc. (credit - $35,000.00)",https://files.smartsites.parentsquare.com/6796/july_2011_school_board_minutes.pdf,2011-07-01,False
West Islip Union Free School District,NCES-3630690,West Islip UFSD,general_construction,7_construction,False,,bond,"General construction change orders with SMC Construction, Corp.","bond issue change order: # 5 – SMC Construction, Corp. $9,050.00",https://files.smartsites.parentsquare.com/6796/july_2011_school_board_minutes.pdf,2011-07-01,False
West Islip Union Free School District,NCES-3630690,District-wide,site_athletics,7_construction,False,,unknown,District irrigation system start-up in progress.,start-up of the district's irrigation system and bond projects,https://files.smartsites.parentsquare.com/6796/april_2012_school_board_minutes.pdf,2012-04-01,False
West Islip Union Free School District,NCES-3630690,Udall Road Middle School,site_athletics,7_construction,False,,unknown,Installation of pavers in school courtyard.,labor for installation of pavers at Udall Road Middle School courtyard,https://files.smartsites.parentsquare.com/6796/05marchmins.pdf,2005-03-01,False
